sale_line_id,sale_date,store_id,product_id,quantity,unit_price,promotion_code,payment_method,product_name,category,store_name,city,region,discount_rate,gross_sales,discount_amount,net_sales,year,month,week,day_name
L00050,2026-04-02,S01,P014,1,198000.0,NONE,Card,Electric Shaver,Personal Care,Cali Norte,Cali,Southwest,0.0,198000.0,0.0,198000.0,2026,4,14,Thursday
L00051,2026-03-18,S01,P005,1,220000.0,PROMO12,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.12,220000.0,264.0,219736.0,2026,3,12,Wednesday
L00052,2026-02-28,S01,P010,1,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,2,9,Saturday
L00053,2026-04-01,S01,P008,1,78000.0,NONE,Transfer,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,4,14,Wednesday
L00054,2026-04-02,S01,P003,2,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,4,14,Thursday
L00055,2026-03-25,S01,P005,1,220000.0,PROMO12,Card,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.12,220000.0,264.0,219736.0,2026,3,13,Wednesday
L00056,2026-03-14,S01,P005,1,165000.0,NONE,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,165000.0,0.0,165000.0,2026,3,11,Saturday
L00057,2026-03-28,S01,P005,2,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,440000.0,0.0,440000.0,2026,3,13,Saturday
L00058,2026-04-03,S01,P008,3,78000.0,NONE,Cash,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,234000.0,0.0,234000.0,2026,4,14,Friday
L00059,2026-03-27,S01,P012,1,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,3,13,Friday
L00060,2026-03-25,S01,P010,1,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,3,13,Wednesday
L00061,2026-04-09,S01,P005,1,220000.0,NONE,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,4,15,Thursday
L00062,2026-02-12,S01,P004,2,390000.0,NONE,Cash,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,780000.0,0.0,780000.0,2026,2,7,Thursday
L00063,2026-02-25,S01,P002,1,285000.0,NONE,Cash,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,285000.0,0.0,285000.0,2026,2,9,Wednesday
L00064,2026-03-05,S01,P001,1,145000.0,NONE,Cash,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,145000.0,0.0,145000.0,2026,3,10,Thursday
L00065,2026-02-19,S01,P005,1,220000.0,NONE,Card,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,8,Thursday
L00066,2026-03-06,S01,P008,1,78000.0,NONE,Card,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,3,10,Friday
L00067,2026-03-22,S01,P003,3,175000.0,NONE,Cash,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,525000.0,0.0,525000.0,2026,3,12,Sunday
L00068,2026-02-12,S01,P002,1,285000.0,NONE,Transfer,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,285000.0,0.0,285000.0,2026,2,7,Thursday
L00069,2026-03-13,S01,P010,1,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,3,11,Friday
L00070,2026-03-26,S01,P005,1,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,3,13,Thursday
L00071,2026-04-23,S01,P009,1,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,92000.0,0.0,92000.0,2026,4,17,Thursday
L00072,2026-02-07,S01,P005,1,220000.0,NONE,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,6,Saturday
L00073,2026-02-10,S01,P008,1,78000.0,NONE,Transfer,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,2,7,Tuesday
L00074,2026-02-12,S01,P012,2,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,70000.0,0.0,70000.0,2026,2,7,Thursday
L00075,2026-03-05,S01,P012,3,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,105000.0,0.0,105000.0,2026,3,10,Thursday
L00076,2026-04-24,S01,P010,1,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,4,17,Friday
L00077,2026-02-14,S01,P014,2,198000.0,NONE,Card,Electric Shaver,Personal Care,Cali Norte,Cali,Southwest,0.0,396000.0,0.0,396000.0,2026,2,7,Saturday
L00078,2026-04-01,S01,P004,3,390000.0,NONE,Card,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,1170000.0,0.0,1170000.0,2026,4,14,Wednesday
L00079,2026-03-30,S01,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,3,14,Monday
L00080,2026-03-26,S01,P003,2,175000.0,NONE,Card,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,3,13,Thursday
L00081,2026-03-02,S01,P010,1,115000.0,NONE,Transfer,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,3,10,Monday
L00082,2026-02-06,S01,P001,3,145000.0,NONE,Card,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,435000.0,0.0,435000.0,2026,2,6,Friday
L00083,2026-03-14,S01,P015,2,86000.0,NONE,Card,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,172000.0,0.0,172000.0,2026,3,11,Saturday
L00084,2026-03-14,S01,P007,1,310000.0,NONE,Transfer,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,310000.0,0.0,310000.0,2026,3,11,Saturday
L00085,2026-02-09,S01,P012,1,35000.0,NONE,Card,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,2,7,Monday
L00086,2026-02-25,S01,P005,2,220000.0,NONE,Card,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,440000.0,0.0,440000.0,2026,2,9,Wednesday
L00087,2026-03-04,S01,P010,2,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,230000.0,0.0,230000.0,2026,3,10,Wednesday
L00088,2026-02-21,S01,P005,1,220000.0,NONE,Card,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,8,Saturday
L00089,2026-04-08,S01,P004,1,390000.0,NONE,Transfer,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,390000.0,0.0,390000.0,2026,4,15,Wednesday
L00090,2026-03-29,S01,P010,1,115000.0,NONE,Transfer,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,3,13,Sunday
L00091,2026-02-03,S01,P007,1,310000.0,NONE,Cash,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,310000.0,0.0,310000.0,2026,2,6,Tuesday
L00092,2026-04-08,S01,P013,2,135000.0,NONE,Cash,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,270000.0,0.0,270000.0,2026,4,15,Wednesday
L00093,2026-03-16,S01,P003,2,175000.0,NONE,Cash,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,350000.0,0.0,350000.0,2026,3,12,Monday
L00094,2026-02-14,S01,P005,1,220000.0,NONE,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,7,Saturday
L00095,2026-04-25,S01,P015,1,86000.0,NONE,Card,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,86000.0,0.0,86000.0,2026,4,17,Saturday
L00096,2026-04-02,S01,P009,3,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,276000.0,0.0,276000.0,2026,4,14,Thursday
L00097,2026-03-09,S01,P013,2,135000.0,NONE,Cash,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,270000.0,0.0,270000.0,2026,3,11,Monday
L00098,2026-02-04,S01,P005,1,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,6,Wednesday
L00099,2026-03-02,S01,P001,1,145000.0,NONE,Card,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,145000.0,0.0,145000.0,2026,3,10,Monday
L00100,2026-04-26,S01,P012,2,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,70000.0,0.0,70000.0,2026,4,17,Sunday
L00101,2026-02-24,S01,P005,1,220000.0,NONE,Cash,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,9,Tuesday
L00102,2026-03-12,S01,P005,2,220000.0,NONE,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,440000.0,0.0,440000.0,2026,3,11,Thursday
L00103,2026-04-02,S01,P015,1,86000.0,NONE,Transfer,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,86000.0,0.0,86000.0,2026,4,14,Thursday
L00104,2026-03-23,S01,P010,3,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,345000.0,0.0,345000.0,2026,3,13,Monday
L00105,2026-02-28,S01,P005,1,220000.0,NONE,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,2,9,Saturday
L00106,2026-03-31,S01,P013,3,135000.0,NONE,Cash,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,405000.0,0.0,405000.0,2026,3,14,Tuesday
L00107,2026-03-08,S01,P010,2,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,230000.0,0.0,230000.0,2026,3,10,Sunday
L00108,2026-04-11,S01,P007,2,310000.0,NONE,Card,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,620000.0,0.0,620000.0,2026,4,15,Saturday
L00109,2026-03-20,S01,P013,2,135000.0,NONE,Card,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,270000.0,0.0,270000.0,2026,3,12,Friday
L00110,2026-03-15,S01,P002,1,285000.0,NONE,Transfer,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,285000.0,0.0,285000.0,2026,3,11,Sunday
L00111,2026-02-27,S01,P003,1,175000.0,NONE,Cash,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,175000.0,0.0,175000.0,2026,2,9,Friday
L00112,2026-04-17,S01,P011,1,138000.0,NONE,Transfer,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,138000.0,0.0,138000.0,2026,4,16,Friday
L00113,2026-04-15,S01,P013,1,135000.0,NONE,Transfer,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,135000.0,0.0,135000.0,2026,4,16,Wednesday
L00114,2026-03-04,S01,P008,2,78000.0,NONE,Card,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,156000.0,0.0,156000.0,2026,3,10,Wednesday
L00115,2026-02-02,S01,P008,2,78000.0,NONE,Cash,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,156000.0,0.0,156000.0,2026,2,6,Monday
L00116,2026-02-25,S01,P004,1,390000.0,NONE,Transfer,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,390000.0,0.0,390000.0,2026,2,9,Wednesday
L00117,2026-03-08,S01,P001,1,145000.0,NONE,Cash,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,145000.0,0.0,145000.0,2026,3,10,Sunday
L00118,2026-04-22,S01,P005,3,220000.0,NONE,Card,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,660000.0,0.0,660000.0,2026,4,17,Wednesday
L00119,2026-04-21,S01,P006,2,165000.0,NONE,Cash,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,330000.0,0.0,330000.0,2026,4,17,Tuesday
L00120,2026-02-22,S01,P010,4,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,460000.0,0.0,460000.0,2026,2,8,Sunday
L00121,2026-04-30,S01,P003,1,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,175000.0,0.0,175000.0,2026,4,18,Thursday
L00122,2026-03-10,S01,P006,1,165000.0,NONE,Transfer,Bluetooth Speaker,Electronics,Cali Norte,Cali,Southwest,0.0,165000.0,0.0,165000.0,2026,3,11,Tuesday
L00123,2026-04-23,S01,P010,3,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,345000.0,0.0,345000.0,2026,4,17,Thursday
L00124,2026-03-02,S01,P002,3,285000.0,NONE,Cash,Coffee Maker Premium,Small Appliances,Cali Norte,Cali,Southwest,0.0,855000.0,0.0,855000.0,2026,3,10,Monday
L00125,2026-03-13,S01,P001,2,145000.0,NONE,Transfer,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,290000.0,0.0,290000.0,2026,3,11,Friday
L00126,2026-03-15,S01,P015,2,86000.0,NONE,Card,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,172000.0,0.0,172000.0,2026,3,11,Sunday
L00127,2026-02-27,S01,P012,1,35000.0,NONE,Cash,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,2,9,Friday
L00128,2026-04-10,S01,P005,2,220000.0,NONE,Card,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,440000.0,0.0,440000.0,2026,4,15,Friday
L00129,2026-04-28,S01,P005,1,220000.0,NONE,Transfer,Wireless Headphones,Electronics,Cali Norte,Cali,Southwest,0.0,220000.0,0.0,220000.0,2026,4,18,Tuesday
L00130,2026-03-15,S01,P003,1,175000.0,NONE,Transfer,Blender 500W,Small Appliances,Cali Norte,Cali,Southwest,0.0,175000.0,0.0,175000.0,2026,3,11,Sunday
L00131,2026-02-26,S01,P001,1,145000.0,PROMO10,Transfer,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.1,145000.0,145.0,144855.0,2026,2,9,Thursday
L00132,2026-03-06,S01,P008,1,78000.0,NONE,Transfer,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,3,10,Friday
L00133,2026-04-08,S01,P010,2,115000.0,NONE,Card,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,230000.0,0.0,230000.0,2026,4,15,Wednesday
L00134,2026-03-23,S01,P015,2,86000.0,NONE,Cash,Digital Scale,Personal Care,Cali Norte,Cali,Southwest,0.0,172000.0,0.0,172000.0,2026,3,13,Monday
L00135,2026-02-08,S01,P009,2,92000.0,NONE,Cash,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,184000.0,0.0,184000.0,2026,2,6,Sunday
L00136,2026-04-16,S01,P009,1,92000.0,NONE,Card,Desk Lamp LED,Home & Office,Cali Norte,Cali,Southwest,0.0,92000.0,0.0,92000.0,2026,4,16,Thursday
L00137,2026-02-25,S01,P011,3,138000.0,NONE,Cash,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,414000.0,0.0,414000.0,2026,2,9,Wednesday
L00138,2026-03-19,S01,P001,1,145000.0,NONE,Transfer,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.0,145000.0,0.0,145000.0,2026,3,12,Thursday
L00139,2026-03-07,S01,P004,1,390000.0,PROMO15,Cash,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.15,390000.0,585.0,389415.0,2026,3,10,Saturday
L00140,2026-04-11,S01,P013,1,135000.0,PROMO20,Transfer,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.2,135000.0,270.0,134730.0,2026,4,15,Saturday
L00141,2026-02-26,S01,P001,1,145000.0,PROMO10,Card,Coffee Maker Basic,Small Appliances,Cali Norte,Cali,Southwest,0.1,145000.0,145.0,144855.0,2026,2,9,Thursday
L00142,2026-02-27,S01,P004,3,390000.0,NONE,Transfer,Air Fryer 4L,Small Appliances,Cali Norte,Cali,Southwest,0.0,1170000.0,0.0,1170000.0,2026,2,9,Friday
L00143,2026-03-20,S01,P010,1,115000.0,NONE,Cash,Ergonomic Mouse,Home & Office,Cali Norte,Cali,Southwest,0.0,115000.0,0.0,115000.0,2026,3,12,Friday
L00144,2026-03-09,S01,P013,2,135000.0,NONE,Card,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,270000.0,0.0,270000.0,2026,3,11,Monday
L00145,2026-03-21,S01,P012,1,35000.0,NONE,Transfer,Notebook Pack,Home & Office,Cali Norte,Cali,Southwest,0.0,35000.0,0.0,35000.0,2026,3,12,Saturday
L00146,2026-04-30,S01,P013,1,135000.0,NONE,Transfer,Hair Dryer,Personal Care,Cali Norte,Cali,Southwest,0.0,135000.0,0.0,135000.0,2026,4,18,Thursday
L00147,2026-03-01,S01,P008,1,78000.0,NONE,Transfer,USB-C Charger,Electronics,Cali Norte,Cali,Southwest,0.0,78000.0,0.0,78000.0,2026,3,9,Sunday
L00148,2026-04-29,S01,P007,1,310000.0,NONE,Cash,Smartwatch Active,Electronics,Cali Norte,Cali,Southwest,0.0,310000.0,0.0,310000.0,2026,4,18,Wednesday
L00149,2026-02-13,S01,P011,2,138000.0,NONE,Cash,Keyboard Compact,Home & Office,Cali Norte,Cali,Southwest,0.0,276000.0,0.0,276000.0,2026,2,7,Friday
